brand,model,complect,type_car,seats,doors,Двигатель,Мощность,Крутящий момент двигателя,Коробка передач,Привод,Разгон до сотни,Максимальная скорость,"Расход топлива (л/100 км)
город / трасса / смешанный",Дорожный просвет,Габариты (длина × ширина × высота),Колёсная база,Объём багажника,Объём багажника максимальный,Объём топливного бака,Масса автомобиля
BMW,X4,xDrive M40d,Среднеразмерный кроссовер,5,5,дизельный (2993 см³),326 л. с.,680 Н·м,автоматическая (8 ступеней),полный,4.9 секунды,250 км/ч,7.3 / 6.3 / 6.8,204 мм,4752 × 1918 × 1621,2864 мм,525 л,1430 л,65 л,1815 кг
BMW,X4,M 40i,Среднеразмерный кроссовер,5,5,бензиновый (2998 см³),360 л. с.,500 Н·м,автоматическая (8 ступеней),полный,4.5 секунды,250 км/ч,11.6 / 7.8 / 9.2,204 мм,4752 × 1918 × 1621,2864 мм,525 л,1430 л,65 л,1900 кг
BMW,X4 M,Special Edition,Среднеразмерный кроссовер,5,5,бензиновый (2993 см³),480 л. с.,600 Н·м,автоматическая (8 ступеней),полный,4.2 секунды,250 км/ч,13.7 / 9 / 10.5,204 мм,4758 × 1927 × 1620,2864 мм,525 л,1430 л,65 л,1900 кг
BMW,X4 M,Competition,Среднеразмерный кроссовер,5,5,бензиновый (2993 см³),510 л. с.,600 Н·м,автоматическая (8 ступеней),полный,4.1 секунды,250 км/ч,13.5 / 9 / 10.5,204 мм,4758 × 1927 × 1620,2864 мм,525 л,1430 л,65 л,1900 кг
BMW,X5,xDrive25d,Большой кроссовер,5,5,дизельный (1995 см³),231 л. с.,450 Н·м,автоматическая (8 ступеней),полный,7.5 секунды,222 км/ч,6.9 / 6 / 6.2,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,80 л,2075 кг
BMW,X5,xDrive30d,Большой кроссовер,5,5,дизельный (2993 см³),249 л. с.,620 Н·м,автоматическая (8 ступеней),полный,7 секунды,230 км/ч,7.6 / 7 / 7.2,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,80 л,2110 кг
BMW,X5,xDrive40i,Большой кроссовер,5,5,бензиновый (2998 см³),340 л. с.,450 Н·м,автоматическая (8 ступеней),полный,5.5 секунды,243 км/ч,11.2 / 8.1 / 9.2,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,83 л,2060 кг
BMW,X5,xDrive40d,Большой кроссовер,5,5,дизельный (2993 см³),340 л. с.,700 Н·м,автоматическая (8 ступеней),полный,5.5 секунды,245 км/ч,7.2 / 5.1 / 5.9,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,80 л,2275 кг
BMW,X5,M50d,Большой кроссовер,5,5,дизельный (2993 см³),400 л. с.,760 Н·м,автоматическая (8 ступеней),полный,5.2 секунды,250 км/ч,8.1 / 7.2 / 7.5,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,80 л,2275 кг
BMW,X5,M50i,Большой кроссовер,5,5,бензиновый (4395 см³),530 л. с.,750 Н·м,автоматическая (8 ступеней),полный,4.3 секунды,250 км/ч,15.2 / 9.4 / 11.5,214 мм,4922 × 2004 × 1745,2975 мм,650 л,1870 л,83 л,2286 кг
BMW,X5 M,Special Edition,Большой кроссовер,5,5,бензиновый (4395 см³),600 л. с.,750 Н·м,автоматическая (8 ступеней),полный,3.9 секунды,250 км/ч,17.1 / 9.8 / 12.5,212 мм,4938 × 2015 × 1747,2972 мм,650 л,1870 л,83 л,2385 кг
BMW,X5 M,Competition,Большой кроссовер,5,5,бензиновый (4395 см³),625 л. с.,750 Н·м,автоматическая (8 ступеней),полный,3.8 секунды,250 км/ч,17.1 / 9.8 / 12.5,212 мм,4938 × 2015 × 1747,2972 мм,650 л,1870 л,83 л,2385 кг
BMW,X6,xDrive 30d,Большой кроссовер,5,5,дизельный (2993 см³),249 л. с.,620 Н·м,автоматическая (8 ступеней),полный,6.5 секунды,230 км/ч,7.4 / 6.1 / 6.6,216 мм,4935 × 2004 × 1696,2975 мм,580 л,1530 л,83 л,2185 кг
BMW,X6,xDrive 40i,Большой кроссовер,5,5,бензиновый (2998 см³),340 л. с.,450 Н·м,автоматическая (8 ступеней),полный,5.5 секунды,250 км/ч,10.1 / 7.8 / 8.6,216 мм,4935 × 2004 × 1696,2975 мм,580 л,1530 л,83 л,2130 кг
BMW,X6,xDrive 40d,Большой кроссовер,5,5,дизельный (2993 см³),340 л. с.,700 Н·м,автоматическая (8 ступеней),полный,5.5 секунды,230 км/ч,0 / 0 / 5.8,216 мм,4935 × 2004 × 1696,2975 мм,580 л,1530 л,83 л,2185 кг
BMW,X6,M50d,Большой кроссовер,5,5,дизельный (2993 см³),400 л. с.,740 Н·м,автоматическая (8 ступеней),полный,5.2 секунды,250 км/ч,8.1 / 6.8 / 7.2,216 мм,4935 × 2004 × 1696,2975 мм,580 л,1530 л,83 л,2335 кг
BMW,X6,xDrive M50i,Большой кроссовер,5,5,бензиновый (4395 см³),530 л. с.,750 Н·м,автоматическая (8 ступеней),полный,4.3 секунды,250 км/ч,14.2 / 8.6 / 10.7,216 мм,4935 × 2004 × 1696,2975 мм,580 л,1530 л,83 л,2310 кг
BMW,X6 M,Special Edition,Большой кроссовер,5,5,бензиновый (4395 см³),600 л. с.,750 Н·м,автоматическая (8 ступеней),полный,3.9 секунды,250 км/ч,17.1 / 9.8 / 12.5,213 мм,4941 × 2019 × 1693,2972 мм,580 л,1530 л,83 л,2370 кг
BMW,X6 M,Competition,Большой кроссовер,5,5,бензиновый (4395 см³),625 л. с.,750 Н·м,автоматическая (8 ступеней),полный,3.8 секунды,250 км/ч,17.1 / 9.8 / 12.5,213 мм,4941 × 2019 × 1693,2972 мм,580 л,1530 л,83 л,2370 кг
BMW,X7,xDrive30d,Большой кроссовер,7,5,дизельный (2993 см³),249 л. с.,620 Н·м,автоматическая (8 ступеней),полный,7 секунды,227 км/ч,7.6 / 7 / 7.3,220 мм,5151 × 2000 × 1805,3105 мм,750 л,2120 л,80 л,2445 кг
BMW,X7,xDrive40i,Большой кроссовер,7,5,бензиновый (2998 см³),340 л. с.,450 Н·м,автоматическая (8 ступеней),полный,6.1 секунды,245 км/ч,11.4 / 8.4 / 9.5,220 мм,5151 × 2000 × 1805,3105 мм,750 л,2120 л,83 л,2395 кг
BMW,X7,M50d,Большой кроссовер,7,5,дизельный (2993 см³),400 л. с.,760 Н·м,автоматическая (8 ступеней),полный,5.4 секунды,250 км/ч,8.1 / 7.2 / 7.5,220 мм,5151 × 2000 × 1805,3105 мм,750 л,2120 л,80 л,2535 кг
BMW,X7,M50i,Большой кроссовер,7,5,бензиновый (4395 см³),530 л. с.,750 Н·м,автоматическая (8 ступеней),полный,4.7 секунды,250 км/ч,0 / 0 / 10.9,220 мм,5151 × 2000 × 1805,3105 мм,750 л,2120 л,83 л,2555 кг
BMW,Z4 Roadster,sDrive20i,Родстер,2,2,бензиновый (1998 см³),197 л. с.,320 Н·м,автоматическая (8 ступеней),задний,6.6 секунды,240 км/ч,7.4 / 5.4 / 6.5,114 мм,4324 × 1864 × 1304,2470 мм,281 л,281 л,52 л,1405 кг
BMW,Z4 Roadster,sDrive30i,Родстер,2,2,бензиновый (1998 см³),258 л. с.,400 Н·м,автоматическая (8 ступеней),задний,5.4 секунды,250 км/ч,7.4 / 5.3 / 6.5,114 мм,4324 × 1864 × 1304,2470 мм,281 л,281 л,52 л,1415 кг
BMW,Z4 Roadster,M40i,Родстер,2,2,бензиновый (2998 см³),340 л. с.,500 Н·м,автоматическая (8 ступеней),задний,4.5 секунды,250 км/ч,9.2 / 6.3 / 7.4,114 мм,4324 × 1864 × 1304,2470 мм,281 л,281 л,52 л,1535 кг
Cadillac,CT6,3.6 Sport V6 AT AWD,Седан класса F,5,4,бензиновый (3649 см³),335 л. с.,386 Н·м,автоматическая (10 ступеней),полный,6.6 секунды,250 км/ч,13.8 / 7.4 / 9.7,140 мм,5228 × 1880 × 1507,3109 мм,433 л,433 л,73 л,1834 кг
Cadillac,CT6,3.6 Platinum V6 AT AWD,Седан класса F,5,4,бензиновый (3649 см³),335 л. с.,386 Н·м,автоматическая (10 ступеней),полный,6.6 секунды,250 км/ч,14.3 / 7.5 / 10,140 мм,5228 × 1880 × 1507,3109 мм,433 л,433 л,73 л,1902 кг
Cadillac,Escalade,Luxury,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.7 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5179 × 2044 × 1889,2910 мм,430 л,2667 л,98 л,2649 кг
Cadillac,Escalade,Luxury ESV,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.9 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5697 × 2045 × 1880,3302 мм,1113 л,3424 л,117 л,2739 кг
Cadillac,Escalade,Premium,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.7 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5179 × 2044 × 1889,2910 мм,430 л,2667 л,98 л,2649 кг
Cadillac,Escalade,Premium ESV,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.9 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5697 × 2045 × 1880,3302 мм,1113 л,3424 л,117 л,2739 кг
Cadillac,Escalade,Platinum,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.7 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5179 × 2044 × 1889,2910 мм,430 л,2667 л,98 л,2649 кг
Cadillac,Escalade,Platinum ESV,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.9 секунды,180 км/ч,17.1 / 6.6 / 12.6,205 мм,5697 × 2045 × 1880,3302 мм,1113 л,3424 л,117 л,2739 кг
Cadillac,XT5,Premium Luxury,Среднеразмерный кроссовер,5,5,бензиновый (1998 см³),200 л. с.,350 Н·м,автоматическая (9 ступеней),полный,9.9 секунды,210 км/ч,11 / 7.7 / 8.9,200 мм,4815 × 1903 × 1675,2857 мм,849 л,1784 л,83 л,1931 кг
Cadillac,XT5,Sport,Среднеразмерный кроссовер,5,5,бензиновый (1998 см³),200 л. с.,350 Н·м,автоматическая (9 ступеней),полный,9.9 секунды,210 км/ч,11 / 7.7 / 8.9,200 мм,4815 × 1903 × 1675,2857 мм,849 л,1784 л,83 л,1931 кг
Cadillac,XT6,Premium Luxury,Большой кроссовер,6,7,бензиновый (1998 см³),200 л. с.,350 Н·м,автоматическая (9 ступеней),полный,9.9 секунды,210 км/ч,11.2 / 7.8 / 9.1,169 мм,5050 × 1964 × 1750,2863 мм,356 л,2228 л,72 л,2014 кг
Cadillac,XT6,Sport,Большой кроссовер,6,7,бензиновый (1998 см³),200 л. с.,350 Н·м,автоматическая (9 ступеней),полный,9.9 секунды,210 км/ч,11.2 / 7.8 / 9.1,169 мм,5050 × 1964 × 1750,2863 мм,356 л,2228 л,72 л,2014 кг
Chevrolet,Cobalt,LS MT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,134 Н·м,механическая (5 ступеней),передний,11.7 секунды,169 км/ч,8.4 / 0 / 6.2,150 мм,4479 × 1735 × 1514,2620 мм,545 л,545 л,47 л,1172 кг
Chevrolet,Cobalt,LT MT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,134 Н·м,механическая (5 ступеней),передний,11.7 секунды,169 км/ч,8.4 / 0 / 6.2,150 мм,4479 × 1735 × 1514,2620 мм,545 л,545 л,47 л,1172 кг
Chevrolet,Cobalt,LT AT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,134 Н·м,автоматическая (6 ступеней),передний,12.6 секунды,170 км/ч,10.4 / 0 / 6.7,150 мм,4479 × 1735 × 1514,2620 мм,545 л,545 л,47 л,1243 кг
Chevrolet,Cobalt,LTZ AT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,134 Н·м,автоматическая (6 ступеней),передний,12.6 секунды,170 км/ч,10.4 / 0 / 6.7,150 мм,4479 × 1735 × 1514,2620 мм,545 л,545 л,47 л,1243 кг
Chevrolet,Nexia,LS MT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,141 Н·м,механическая (5 ступеней),передний,12.2 секунды,178 км/ч,8 / 0 / 6.5,150 мм,4330 × 1690 × 1505,2480 мм,400 л,980 л,45 л,1190 кг
Chevrolet,Nexia,LT MT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,141 Н·м,механическая (5 ступеней),передний,12.2 секунды,178 км/ч,8 / 0 / 6.5,150 мм,4330 × 1690 × 1505,2480 мм,400 л,980 л,45 л,1190 кг
Chevrolet,Nexia,LT AT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,141 Н·м,автоматическая (6 ступеней),передний,12.3 секунды,179 км/ч,9.3 / 0 / 7,150 мм,4330 × 1690 × 1505,2480 мм,400 л,980 л,45 л,1230 кг
Chevrolet,Nexia,LTZ AT,Седан класса B,5,4,бензиновый (1485 см³),106 л. с.,141 Н·м,автоматическая (6 ступеней),передний,12.3 секунды,179 км/ч,9.3 / 0 / 7,150 мм,4330 × 1690 × 1505,2480 мм,400 л,980 л,45 л,1230 кг
Chevrolet,Spark,L AT,Хэтчбек класса A,5,5,бензиновый (1249 см³),85 л. с.,0 Н·м,автоматическая (4 ступеней),передний,12.4 секунды,161 км/ч,8.2 / 5.1 / 6.2,145 мм,3640 × 1597 × 1522,2375 мм,170 л,170 л,35 л,1054 кг
Chevrolet,Spark,LS AT,Хэтчбек класса A,5,5,бензиновый (1249 см³),85 л. с.,0 Н·м,автоматическая (4 ступеней),передний,12.4 секунды,161 км/ч,8.2 / 5.1 / 6.2,145 мм,3640 × 1597 × 1522,2375 мм,170 л,170 л,35 л,1054 кг
Chevrolet,Spark,LT AT,Хэтчбек класса A,5,5,бензиновый (1249 см³),85 л. с.,0 Н·м,автоматическая (4 ступеней),передний,12.4 секунды,161 км/ч,8.2 / 5.1 / 6.2,145 мм,3640 × 1597 × 1522,2375 мм,170 л,170 л,35 л,1054 кг
Chevrolet,Tahoe,LT,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.7 секунды,180 км/ч,18.3 / 10.6 / 13.4,200 мм,5182 × 2045 × 1891,2946 мм,433 л,2680 л,98 л,2549 кг
Chevrolet,Tahoe,Premier,Большой внедорожник,7,8,бензиновый (6162 см³),426 л. с.,610 Н·м,автоматическая (8 ступеней),полный,6.7 секунды,180 км/ч,18.3 / 10.6 / 13.4,200 мм,5182 × 2045 × 1891,2946 мм,433 л,2680 л,98 л,2549 кг
Chevrolet,Traverse,LT,Большой кроссовер,8,5,бензиновый (3564 см³),318 л. с.,360 Н·м,автоматическая (9 ступеней),полный,7.6 секунды,210 км/ч,13.6 / 7.8 / 10,200 мм,5189 × 1996 × 1796,3071 мм,651 л,2781 л,99 л,2064 кг
Chevrolet,Traverse,Premier,Большой кроссовер,7,5,бензиновый (3564 см³),318 л. с.,360 Н·м,автоматическая (9 ступеней),полный,7.6 секунды,210 км/ч,13.6 / 7.8 / 10,200 мм,5189 × 1996 × 1799,3071 мм,651 л,2781 л,99 л,2064 кг
Citroen,C3 Aircross,Live PureTech 82 MT5,Кроссовер класса B,5,5,бензиновый (1199 см³),82 л. с.,118 Н·м,механическая (5 ступеней),передний,14 секунды,165 км/ч,5.9 / 4.6 / 5.1,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1163 кг
Citroen,C3 Aircross,Live HDi 92 MT5,Кроссовер класса B,5,5,дизельный (1560 см³),92 л. с.,230 Н·м,механическая (5 ступеней),передний,11.7 секунды,170 км/ч,5 / 3.9 / 4.3,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1248 кг
Citroen,C3 Aircross,Feel HDi 92 MT5,Кроссовер класса B,5,5,дизельный (1560 см³),92 л. с.,230 Н·м,механическая (5 ступеней),передний,11.7 секунды,170 км/ч,5 / 3.9 / 4.3,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1248 кг
Citroen,C3 Aircross,Live PureTech 110 AT6,Кроссовер класса B,5,5,бензиновый (1199 см³),110 л. с.,205 Н·м,автоматическая (6 ступеней),передний,10.6 секунды,183 км/ч,8.1 / 5.1 / 6.5,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1263 кг
Citroen,C3 Aircross,Shine HDi 92 MT5,Кроссовер класса B,5,5,дизельный (1560 см³),92 л. с.,230 Н·м,механическая (5 ступеней),передний,11.7 секунды,170 км/ч,5 / 3.9 / 4.3,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1248 кг
Citroen,C3 Aircross,Feel PureTech 110 AT6,Кроссовер класса B,5,5,бензиновый (1199 см³),110 л. с.,205 Н·м,автоматическая (6 ступеней),передний,10.6 секунды,183 км/ч,8.1 / 5.1 / 6.5,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1263 кг
Citroen,C3 Aircross,Shine PureTech 110 AT6,Кроссовер класса B,5,5,бензиновый (1199 см³),110 л. с.,205 Н·м,автоматическая (6 ступеней),передний,10.6 секунды,183 км/ч,8.1 / 5.1 / 6.5,175 мм,4154 × 1756 × 1637,2604 мм,410 л,520 л,45 л,1263 кг
Citroen,C4 Sedan,Live VTi 115 MT5,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,механическая (5 ступеней),передний,10.9 секунды,189 км/ч,9.4 / 5.8 / 7.1,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1330 кг
Citroen,C4 Sedan,Feel VTi 115 MT5,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,механическая (5 ступеней),передний,10.9 секунды,189 км/ч,9.4 / 5.8 / 7.1,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1330 кг
Citroen,C4 Sedan,Feel edition VTi 115 MT5,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,механическая (5 ступеней),передний,10.9 секунды,189 км/ч,9.4 / 5.8 / 7.1,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1330 кг
Citroen,C4 Sedan,Feel VTi 115 AT6,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,автоматическая (6 ступеней),передний,12.5 секунды,188 км/ч,8.8 / 5.3 / 6.6,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1365 кг
Citroen,C4 Sedan,Feel edition VTi 115 AT6,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,автоматическая (6 ступеней),передний,12.5 секунды,188 км/ч,8.8 / 5.3 / 6.6,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1365 кг
Citroen,C4 Sedan,Feel edition HDi 115 MT6,Седан класса C,5,4,дизельный (1560 см³),114 л. с.,270 Н·м,механическая (6 ступеней),передний,11.4 секунды,187 км/ч,5.9 / 4.2 / 4.8,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1357 кг
Citroen,C4 Sedan,Feel edition THP 150 AT6,Седан класса C,5,4,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,8.1 секунды,207 км/ч,8.9 / 5.1 / 6.5,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1374 кг
Citroen,C4 Sedan,Shine VTi 115 AT6,Седан класса C,5,4,бензиновый (1587 см³),116 л. с.,150 Н·м,автоматическая (6 ступеней),передний,12.5 секунды,188 км/ч,8.8 / 5.3 / 6.6,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1365 кг
Citroen,C4 Sedan,Shine THP 150 AT6,Седан класса C,5,4,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,8.1 секунды,207 км/ч,8.9 / 5.1 / 6.5,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1374 кг
Citroen,C4 Sedan,Shine ultimate THP 150 AT6,Седан класса C,5,4,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,8.1 секунды,207 км/ч,8.9 / 5.1 / 6.5,176 мм,4621 × 1789 × 1496,2708 мм,440 л,440 л,60 л,1374 кг
Citroen,C5 Aircross,Live THP 150 AT6,Компактный кроссовер,5,5,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,9.1 секунды,198 км/ч,10.5 / 6.3 / 7.9,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1505 кг
Citroen,C5 Aircross,Feel THP 150 AT6,Компактный кроссовер,5,5,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,9.1 секунды,198 км/ч,10.5 / 6.3 / 7.9,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1505 кг
Citroen,C5 Aircross,Shine THP 150 AT6,Компактный кроссовер,5,5,бензиновый (1598 см³),150 л. с.,240 Н·м,автоматическая (6 ступеней),передний,9.1 секунды,198 км/ч,10.5 / 6.3 / 7.9,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1505 кг
Citroen,C5 Aircross,Live HDi 180 AT8,Компактный кроссовер,5,5,дизельный (1997 см³),180 л. с.,400 Н·м,автоматическая (8 ступеней),передний,8.6 секунды,211 км/ч,6.6 / 4.8 / 5.4,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1615 кг
Citroen,C5 Aircross,Feel HDi 180 AT8,Компактный кроссовер,5,5,дизельный (1997 см³),180 л. с.,400 Н·м,автоматическая (8 ступеней),передний,8.6 секунды,211 км/ч,6.6 / 4.8 / 5.4,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1615 кг
Citroen,C5 Aircross,Shine HDi 180 AT8,Компактный кроссовер,5,5,дизельный (1997 см³),180 л. с.,400 Н·м,автоматическая (8 ступеней),передний,8.6 секунды,211 км/ч,6.6 / 4.8 / 5.4,180 мм,4500 × 1859 × 1688,2730 мм,580 л,1630 л,53 л,1615 кг
Citroen,SpaceTourer,Feel 2.0HDi MT M,Вэн,8,5,дизельный (1997 см³),150 л. с.,370 Н·м,механическая (6 ступеней),передний,12.4 секунды,184 км/ч,7.3 / 5.2 / 6,175 мм,4959 × 1920 × 1877,3275 мм,798 л,3958 л,69 л,1746 кг
Citroen,SpaceTourer,Feel 2.0HDi AT M,Вэн,8,5,дизельный (1997 см³),150 л. с.,370 Н·м,автоматическая (6 ступеней),передний,12.3 секунды,183 км/ч,7 / 5.6 / 6.2,175 мм,4959 × 1920 × 1877,3275 мм,798 л,3958 л,69 л,1775 кг
Citroen,SpaceTourer,Feel 2.0HDi AT XL,Вэн,8,5,дизельный (1997 см³),150 л. с.,370 Н·м,автоматическая (6 ступеней),передний,12.3 секунды,183 км/ч,7 / 5.6 / 6.2,175 мм,5309 × 1920 × 1877,3275 мм,1384 л,4554 л,69 л,1806 кг
Citroen,SpaceTourer,Business Lounge 2.0HDi AT XL,Вэн,7,5,дизельный (1997 см³),150 л. с.,370 Н·м,автоматическая (6 ступеней),передний,12.7 секунды,183 км/ч,7.3 / 5.8 / 6.4,175 мм,5309 × 1920 × 1877,3275 мм,1384 л,4554 л,69 л,2020 кг
Genesis,G70,Premier 197 hp,Седан класса D,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.3 секунды,240 км/ч,13.5 / 6.8 / 9.3,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Business 197 hp,Седан класса D,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.3 секунды,240 км/ч,13.5 / 6.8 / 9.3,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Elegance 197 hp,Седан класса D,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.3 секунды,240 км/ч,13.5 / 6.8 / 9.3,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Advance 197 hp,Седан класса D,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.3 секунды,240 км/ч,13.5 / 6.8 / 9.3,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Advance 247 hp,Седан класса D,5,4,бензиновый (1998 см³),247 л. с.,353 Н·м,автоматическая (8 ступеней),полный,7.5 секунды,240 км/ч,14 / 7.1 / 9.6,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Supreme 197 hp,Седан класса D,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.3 секунды,240 км/ч,13.5 / 6.8 / 9.3,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Supreme 247 hp,Седан класса D,5,4,бензиновый (1998 см³),247 л. с.,353 Н·м,автоматическая (8 ступеней),полный,7.5 секунды,240 км/ч,14 / 7.1 / 9.6,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G70,Sport 247 hp,Седан класса D,5,4,бензиновый (1998 см³),247 л. с.,353 Н·м,автоматическая (8 ступеней),полный,7.5 секунды,240 км/ч,14 / 7.1 / 9.6,150 мм,4685 × 1850 × 1400,2835 мм,330 л,330 л,60 л,1732 кг
Genesis,G80,Business 2.0L T-GDI 8AT 4WD 197 hp,Седан класса E,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,нет данных,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
Genesis,G80,Business 2.0L T-GDI 8AT 4WD,Седан класса E,5,4,бензиновый (1998 см³),245 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.6 секунды,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
Genesis,G80,Advance 2.0L T-GDI 8AT 4WD 197 hp,Седан класса E,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,нет данных,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
Genesis,G80,Advance 2.0L T-GDI 8AT 4WD,Седан класса E,5,4,бензиновый (1998 см³),245 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.6 секунды,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
Genesis,G80,Premium 2.0L T-GDI 8AT 4WD 197 hp,Седан класса E,5,4,бензиновый (1998 см³),197 л. с.,353 Н·м,автоматическая (8 ступеней),полный,нет данных,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
Genesis,G80,Premium 2.0L T-GDI 8AT 4WD,Седан класса E,5,4,бензиновый (1998 см³),245 л. с.,353 Н·м,автоматическая (8 ступеней),полный,8.6 секунды,237 км/ч,12.2 / 7.5 / 9.2,150 мм,4990 × 1890 × 1480,3010 мм,493 л,493 л,77 л,2015 кг
