brand,model,complect,type_car,seats,doors,Двигатель,Мощность,Крутящий момент двигателя,Коробка передач,Привод,Разгон до сотни,Максимальная скорость,"Расход топлива (л/100 км)
город / трасса / смешанный",Дорожный просвет,Габариты (длина × ширина × высота),Колёсная база,Объём багажника,Объём багажника максимальный,Объём топливного бака,Масса автомобиля
Audi,A3 Sedan,1.4 TFSI 7AMT,Седан класса C,5,4,бензиновый (1395 см³),150 л. с.,250 Н·м,роботизированная (7 ступеней),передний,8.2 секунды,224 км/ч,5.9 / 4.1 / 4.8,165 мм,4458 × 1796 × 1416,2637 мм,425 л,880 л,50 л,1320 кг
Audi,A3 Sedan,sport 1.4 TFSI 7AMT,Седан класса C,5,4,бензиновый (1395 см³),150 л. с.,250 Н·м,роботизированная (7 ступеней),передний,8.2 секунды,224 км/ч,5.9 / 4.1 / 4.8,165 мм,4458 × 1796 × 1416,2637 мм,425 л,880 л,50 л,1320 кг
Audi,A3 Sedan,2.0 TFSI 7AMT,Седан класса C,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,6.8 секунды,250 км/ч,7.2 / 4.7 / 5.6,165 мм,4458 × 1796 × 1416,2637 мм,425 л,880 л,50 л,1395 кг
Audi,A3 Sedan,2.0 TFSI 7AMT quattro,Седан класса C,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,242 км/ч,7.2 / 4.8 / 5.7,165 мм,4458 × 1796 × 1416,2637 мм,390 л,845 л,55 л,1465 кг
Audi,A3 Sedan,sport 2.0 TFSI 7AMT,Седан класса C,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,6.8 секунды,242 км/ч,7.2 / 4.7 / 5.6,165 мм,4458 × 1796 × 1416,2637 мм,425 л,880 л,50 л,1395 кг
Audi,A3 Sedan,sport 2.0 TFSI 7AMT quattro,Седан класса C,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,242 км/ч,7.2 / 4.8 / 5.7,165 мм,4458 × 1796 × 1416,2637 мм,390 л,845 л,55 л,1465 кг
Audi,A3 Sportback,1.4 TFSI 7AMT,Хэтчбек класса B,5,5,бензиновый (1395 см³),150 л. с.,250 Н·м,роботизированная (7 ступеней),передний,8.2 секунды,220 км/ч,6 / 4.3 / 4.9,140 мм,4313 × 1785 × 1426,2637 мм,380 л,1220 л,50 л,1315 кг
Audi,A3 Sportback,sport 1.4 TFSI 7AMT,Хэтчбек класса B,5,5,бензиновый (1395 см³),150 л. с.,250 Н·м,роботизированная (7 ступеней),передний,8.2 секунды,220 км/ч,6 / 4.3 / 4.9,140 мм,4313 × 1785 × 1426,2637 мм,380 л,1220 л,50 л,1315 кг
Audi,A3 Sportback,2.0 TFSI 7AMT,Хэтчбек класса B,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,6.8 секунды,244 км/ч,7.2 / 4.8 / 5.7,140 мм,4313 × 1785 × 1426,2637 мм,380 л,1220 л,50 л,1390 кг
Audi,A3 Sportback,2.0 TFSI 7AMT quattro,Хэтчбек класса B,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,236 км/ч,7.2 / 4.9 / 5.8,140 мм,4313 × 1785 × 1426,2637 мм,340 л,1180 л,55 л,1460 кг
Audi,A3 Sportback,sport 2.0 TFSI 7AMT,Хэтчбек класса B,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,6.8 секунды,244 км/ч,7.2 / 4.8 / 5.7,140 мм,4313 × 1785 × 1426,2637 мм,380 л,1220 л,50 л,1390 кг
Audi,A3 Sportback,sport 2.0 TFSI 7AMT quattro,Хэтчбек класса B,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,236 км/ч,7.2 / 4.9 / 5.8,140 мм,4313 × 1785 × 1426,2637 мм,340 л,1180 л,55 л,1460 кг
Audi,A4,35 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 7,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1375 кг
Audi,A4,Advance 35 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 7,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1375 кг
Audi,A4,Design 35 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 7,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1375 кг
Audi,A4,40 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 7.6,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1430 кг
Audi,A4,Sport 35 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 7,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1375 кг
Audi,A4,Advance 40 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 7.6,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1430 кг
Audi,A4,Design 40 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 7.6,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1430 кг
Audi,A4,Sport 40 TFSI 7AMT,Седан класса D,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 7.6,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,54 л,1430 кг
Audi,A4,45 TFSI quattro 7AMT,Седан класса D,5,4,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.1,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,58 л,1585 кг
Audi,A4,Advance TFSI quattro 7AMT,Седан класса D,5,4,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.1,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,58 л,1585 кг
Audi,A4,Design 45 TFSI quattro 7AMT,Седан класса D,5,4,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.1,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,58 л,1585 кг
Audi,A4,Sport 45 TFSI quattro 7AMT,Седан класса D,5,4,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.1,160 мм,4738 × 1847 × 1426,2820 мм,460 л,460 л,58 л,1585 кг
Audi,A4 Allroad,45 TFSI quattro 7AMT,Универсал повышенной проходимости класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.3,180 мм,4762 × 1847 × 1493,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A4 Allroad,Advance 45 TFSI quattro 7AMT,Универсал повышенной проходимости класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.3,180 мм,4762 × 1847 × 1493,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A4 Avant,35 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,9.2 секунды,210 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1595 кг
Audi,A4 Avant,Advance 35 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1595 кг
Audi,A4 Avant,Design 35 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1595 кг
Audi,A4 Avant,40 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.3 секунды,241 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1610 кг
Audi,A4 Avant,Sport 35 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,210 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1595 кг
Audi,A4 Avant,Advance 40 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1610 кг
Audi,A4 Avant,Design 40 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1610 кг
Audi,A4 Avant,Sport 40 TFSI 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.1 секунды,241 км/ч,0 / 0 / 6,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,54 л,1610 кг
Audi,A4 Avant,45 TFSI quattro 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.7 секунды,250 км/ч,0 / 0 / 7.2,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A4 Avant,Advance TFSI quattro 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.2,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A4 Avant,Design 45 TFSI quattro 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.2,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A4 Avant,Sport 45 TFSI quattro 7AMT,Универсал класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,0 / 0 / 7.2,160 мм,4762 × 1847 × 1426,2820 мм,480 л,1480 л,58 л,1685 кг
Audi,A5,35 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,225 км/ч,7.7 / 5.2 / 6.1,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,Advance 35 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,8.9 секунды,225 км/ч,7.7 / 5.2 / 6.1,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,40 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.3 секунды,241 км/ч,7.9 / 5.3 / 6.3,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,Advance 40 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.3 секунды,241 км/ч,7.9 / 5.3 / 6.3,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,Design 40 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.3 секунды,241 км/ч,7.9 / 5.3 / 6.3,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,45 TFSI quattro 7AMT,Купе класса D,5,2,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,8.7 / 5.8 / 6.9,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,58 л,1605 кг
Audi,A5,Sport 40 TFSI 7AMT,Купе класса D,5,2,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.3 секунды,241 км/ч,7.9 / 5.3 / 6.3,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,54 л,1530 кг
Audi,A5,Advance TFSI quattro 7AMT,Купе класса D,5,2,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,8.7 / 5.8 / 6.9,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,58 л,1605 кг
Audi,A5,Design 45 TFSI quattro 7AMT,Купе класса D,5,2,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,8.7 / 5.8 / 6.9,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,58 л,1605 кг
Audi,A5,Sport 45 TFSI quattro 7AMT,Купе класса D,5,2,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,5.8 секунды,250 км/ч,8.7 / 5.8 / 6.9,160 мм,4697 × 1846 × 1371,2764 мм,450 л,450 л,58 л,1605 кг
Audi,A5 Sportback,35 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,9.1 секунды,223 км/ч,7.8 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,Advance 35 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),150 л. с.,270 Н·м,роботизированная (7 ступеней),передний,9.1 секунды,223 км/ч,7.8 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,40 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.5 секунды,241 км/ч,7.9 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,Advance 40 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.5 секунды,241 км/ч,7.9 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,Design 40 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.5 секунды,241 км/ч,7.9 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,45 TFSI quattro 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.8 / 6 / 7,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,58 л,1645 кг
Audi,A5 Sportback,Sport 40 TFSI 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.5 секунды,241 км/ч,7.9 / 5.4 / 6.3,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,54 л,1565 кг
Audi,A5 Sportback,Advance TFSI quattro 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.8 / 6 / 7,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,58 л,1645 кг
Audi,A5 Sportback,Design 45 TFSI quattro 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.8 / 6 / 7,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,58 л,1645 кг
Audi,A5 Sportback,Sport 45 TFSI quattro 7AMT,Хэтчбек класса D,5,5,бензиновый (1984 см³),249 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.8 / 6 / 7,160 мм,4757 × 1843 × 1386,2824 мм,465 л,465 л,58 л,1645 кг
Audi,A6,40 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.9 секунды,237 км/ч,7.4 / 5 / 5.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1680 кг
Audi,A6,40 TDI 7AMT,Седан класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.4 секунды,237 км/ч,6.2 / 4.6 / 5.2,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1710 кг
Audi,A6,Advance 40 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.9 секунды,237 км/ч,7.4 / 5 / 5.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1680 кг
Audi,A6,Advance 40 TDI 7AMT,Седан класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.4 секунды,237 км/ч,6.2 / 4.6 / 5.2,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1710 кг
Audi,A6,45 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.5 / 5.8 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1770 кг
Audi,A6,Design 40 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.9 секунды,237 км/ч,7.4 / 5 / 5.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1680 кг
Audi,A6,Sport 40 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,7.9 секунды,237 км/ч,7.4 / 5 / 5.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1680 кг
Audi,A6,Design 40 TDI 7AMT,Седан класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.4 секунды,237 км/ч,6.2 / 4.6 / 5.2,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1710 кг
Audi,A6,Sport 40 TDI 7AMT,Седан класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.4 секунды,237 км/ч,6.2 / 4.6 / 5.2,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1710 кг
Audi,A6,Advance 45 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.5 / 5.8 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1770 кг
Audi,A6,Design 45 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.5 / 5.8 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1770 кг
Audi,A6,Sport 45 TFSI 7AMT,Седан класса E,5,4,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6 секунды,250 км/ч,8.5 / 5.8 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1770 кг
Audi,A6,45 TDI 8AT,Седан класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.5 секунды,250 км/ч,7.7 / 5.7 / 6.4,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1905 кг
Audi,A6,55 TFSI 7AMT,Седан класса E,5,4,бензиновый (2995 см³),340 л. с.,500 Н·м,роботизированная (7 ступеней),полный,5.1 секунды,250 км/ч,9.1 / 5.4 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,63 л,1825 кг
Audi,A6,Advance 45 TDI 8AT,Седан класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.5 секунды,250 км/ч,7.7 / 5.7 / 6.4,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1905 кг
Audi,A6,Design 45 TDI 8AT,Седан класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.5 секунды,250 км/ч,7.7 / 5.7 / 6.4,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1905 кг
Audi,A6,Sport 45 TDI 8AT,Седан класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.5 секунды,250 км/ч,7.7 / 5.7 / 6.4,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,73 л,1905 кг
Audi,A6,Advance 55 TFSI 7AMT,Седан класса E,5,4,бензиновый (2995 см³),340 л. с.,500 Н·м,роботизированная (7 ступеней),полный,5.1 секунды,250 км/ч,9.1 / 5.4 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,63 л,1825 кг
Audi,A6,Design 55 TFSI 7AMT,Седан класса E,5,4,бензиновый (2995 см³),340 л. с.,500 Н·м,роботизированная (7 ступеней),полный,5.1 секунды,250 км/ч,9.1 / 5.4 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,63 л,1825 кг
Audi,A6,Sport 55 TFSI 7AMT,Седан класса E,5,4,бензиновый (2995 см³),340 л. с.,500 Н·м,роботизированная (7 ступеней),полный,5.1 секунды,250 км/ч,9.1 / 5.4 / 6.8,0 мм,4933 × 1886 × 1457,2924 мм,530 л,530 л,63 л,1825 кг
Audi,A6 Avant,40 TFSI 7AMT,Универсал класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,8.1 секунды,232 км/ч,7.5 / 5.2 / 6,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1745 кг
Audi,A6 Avant,40 TDI 7AMT,Универсал класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.6 секунды,232 км/ч,6.3 / 4.8 / 5.3,0 мм,4939 × 1886 × 1467,2924 мм,565 л,565 л,73 л,1755 кг
Audi,A6 Avant,Advance 40 TFSI 7AMT,Универсал класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,8.6 секунды,232 км/ч,7.5 / 5.2 / 6,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1775 кг
Audi,A6 Avant,Advance 40 TDI 7AMT,Универсал класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.1 секунды,232 км/ч,6.3 / 4.8 / 5.3,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1745 кг
Audi,A6 Avant,Design 40 TFSI 7AMT,Универсал класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,8.6 секунды,232 км/ч,7.5 / 5.2 / 6,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1775 кг
Audi,A6 Avant,Sport 40 TFSI 7AMT,Универсал класса E,5,4,бензиновый (1984 см³),190 л. с.,320 Н·м,роботизированная (7 ступеней),передний,8.6 секунды,232 км/ч,7.5 / 5.2 / 6,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1775 кг
Audi,A6 Avant,Design 40 TDI 7AMT,Универсал класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.1 секунды,232 км/ч,6.3 / 4.8 / 5.3,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1745 кг
Audi,A6 Avant,Sport 40 TDI 7AMT,Универсал класса E,5,4,дизельный (1968 см³),190 л. с.,400 Н·м,роботизированная (7 ступеней),передний,8.1 секунды,232 км/ч,6.3 / 4.8 / 5.3,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1745 кг
Audi,A6 Avant,45 TDI 8AT,Универсал класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.3 секунды,250 км/ч,7.8 / 5.8 / 6.5,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1850 кг
Audi,A6 Avant,Advance 45 TDI 8AT,Универсал класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.3 секунды,250 км/ч,7.8 / 5.8 / 6.5,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1850 кг
Audi,A6 Avant,Design 45 TDI 8AT,Универсал класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.3 секунды,250 км/ч,7.8 / 5.8 / 6.5,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1850 кг
Audi,A6 Avant,Sport 45 TDI 8AT,Универсал класса E,5,4,дизельный (2967 см³),249 л. с.,600 Н·м,автоматическая (8 ступеней),полный,6.3 секунды,250 км/ч,7.8 / 5.8 / 6.5,0 мм,4933 × 1886 × 1457,2924 мм,565 л,565 л,73 л,1850 кг
Audi,A7 Sportback,2.0 TFSI 245 hp 7AMT,Хэтчбек класса E,5,5,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,250 км/ч,8.5 / 5.8 / 6.8,120 мм,4969 × 1908 × 1422,2926 мм,535 л,1390 л,73 л,1825 кг
Audi,A7 Sportback,Advance 2.0 TFSI 245 hp 7AMT,Хэтчбек класса E,5,5,бензиновый (1984 см³),245 л. с.,370 Н·м,роботизированная (7 ступеней),полный,6.2 секунды,250 км/ч,8.5 / 5.8 / 6.8,120 мм,4969 × 1908 × 1422,2926 мм,535 л,1390 л,73 л,1825 кг
